,Id,Target
4491,ID_4cf4d78c8,4
4492,ID_147c2d4e7,3
4493,ID_750421e2f,4
4494,ID_03856a860,4
4495,ID_30ffa3020,4
4496,ID_0466032a7,4
4497,ID_ff28a2b3e,4
4498,ID_023db4bb0,4
4499,ID_881280c0a,4
4500,ID_e6f20c545,4
4501,ID_3639275e9,4
4502,ID_2c135addf,4
4503,ID_83c2517c5,4
4504,ID_b6abaeb76,4
4505,ID_aef6433bd,4
4506,ID_b82e090e4,3
4507,ID_600f3f46d,3
4508,ID_51f4b16b8,3
4509,ID_cd7066270,3
4510,ID_817bbaebf,3
4511,ID_7acbb10a3,3
4512,ID_9dd0feba5,3
4513,ID_b8b8099ed,3
4514,ID_4646a1b64,3
4515,ID_e32083a66,3
4516,ID_94aaa963c,3
4517,ID_7ed735070,3
4518,ID_2870f7be4,3
4519,ID_befef23f7,4
4520,ID_ca103c988,4
4521,ID_97c7fd9b8,4
4522,ID_6422bc59b,4
4523,ID_0c534829c,4
4524,ID_aba5d627c,4
4525,ID_49a5b9b79,4
4526,ID_9e575f502,4
4527,ID_44bb64f7f,4
4528,ID_43a42566a,4
4529,ID_bc8b70c13,4
4530,ID_d8416de0f,4
4531,ID_67b2f50dc,4
4532,ID_fe20df2e9,4
4533,ID_ecc437bca,4
4534,ID_7f8dd0549,4
4535,ID_783c12a4c,4
4536,ID_ace0e756b,4
4537,ID_4d3ecc716,4
4538,ID_12f9cc09a,4
4539,ID_80233c37f,4
4540,ID_cafb1be26,4
4541,ID_99c0e83a0,4
4542,ID_7f23340ba,4
4543,ID_3c7779990,4
4544,ID_a3ed5cce8,4
4545,ID_c27634d34,2
4546,ID_bdb2a2c55,2
4547,ID_c89915751,2
4548,ID_d4c864bad,2
4549,ID_d83defdfd,2
4550,ID_c8ef8593e,2
4551,ID_c1e95bc82,4
4552,ID_f4f9f274d,4
4553,ID_8f180373d,4
4554,ID_50c60b162,4
4555,ID_52fee467b,4
4556,ID_8c45ba3e3,2
4557,ID_b662b5d47,2
4558,ID_7bad19c27,2
4559,ID_42fc854e5,2
4560,ID_0c12a3a11,4
4561,ID_1a7c94acc,4
4562,ID_fcff8f956,4
4563,ID_87dea13a2,4
4564,ID_6b9445f55,4
4565,ID_4a75fd252,4
4566,ID_90342bedd,4
4567,ID_c3b34b90e,4
4568,ID_32072e294,4
4569,ID_7bad34e47,4
4570,ID_5b08f5a74,4
4571,ID_a8b7a39c5,4
4572,ID_b38de3dca,3
4573,ID_2ee01d4da,2
4574,ID_22f01001f,2
4575,ID_7e2c91e85,2
4576,ID_47f408077,2
4577,ID_e9859b82b,4
4578,ID_d08f032f5,4
4579,ID_e5083198d,4
4580,ID_2874e9f7e,4
4581,ID_829319884,4
4582,ID_c2960d874,4
4583,ID_38a8c8610,4
4584,ID_08ebf66c7,4
4585,ID_9d1fea418,4
4586,ID_af175288e,4
4587,ID_dca4fd25d,4
4588,ID_23af217c3,4
4589,ID_1e65afd8c,4
4590,ID_c4b9ca40c,4
4591,ID_1779945e2,2
4592,ID_16685d4e7,2
4593,ID_d4bad6193,1
4594,ID_2bcea28da,1
4595,ID_31c571c10,1
4596,ID_49d7a0a99,1
4597,ID_d3e4a12b4,1
4598,ID_83eff48dc,1
4599,ID_001f0b5bb,4
4600,ID_022ac0fbe,4
4601,ID_923d96e8d,4
4602,ID_bbcfdcfe2,4
4603,ID_90b3ad20c,4
4604,ID_d11a1cfd9,4
4605,ID_a0a9c61d4,4
4606,ID_0fa70fda7,4
4607,ID_f3b04a6c1,4
4608,ID_aac69cad5,4
4609,ID_3a2d06425,4
4610,ID_265b387c1,4
4611,ID_91fff314e,4
4612,ID_d80ee34a5,4
4613,ID_3ba44c2a4,4
4614,ID_e6da93566,4
4615,ID_12520bec7,4
4616,ID_90f5fa4b5,4
4617,ID_da9b5a858,3
4618,ID_3b7621b5e,4
4619,ID_a3020f47c,4
4620,ID_ef6c5f018,4
4621,ID_a9bb53541,4
4622,ID_29c079352,4
4623,ID_cf3d84e12,4
4624,ID_b36f5944e,4
4625,ID_d7dab0d91,4
4626,ID_caa0a73ba,4
4627,ID_5601a5416,4
4628,ID_2d099e14e,4
4629,ID_8a8a47aac,4
4630,ID_2ad35896c,4
4631,ID_36596d0a1,4
4632,ID_1e39248f2,4
4633,ID_2ed0d6283,4
4634,ID_cad4f34bd,4
4635,ID_13b8804ea,4
4636,ID_164c95c40,4
4637,ID_7d85bb1c4,4
4638,ID_da88c9c04,4
4639,ID_724dd34a6,4
4640,ID_02450161a,4
4641,ID_5ca4f549d,4
4642,ID_68a463f0f,4
4643,ID_235f5142e,4
4644,ID_3f89bd17a,4
4645,ID_64eb0d777,4
4646,ID_f20f445f8,4
4647,ID_a303b7901,4
4648,ID_9a850432e,4
4649,ID_74deba42a,4
4650,ID_3a906471d,4
4651,ID_83de11fe7,4
4652,ID_b01a5617c,4
4653,ID_a9d7beed2,4
4654,ID_e04b4731c,4
4655,ID_cff1c1bef,4
4656,ID_7293ff277,4
4657,ID_432fb477e,4
4658,ID_58fec8dea,4
4659,ID_066a899ab,4
4660,ID_8ceb69014,4
4661,ID_ddffe89a6,2
4662,ID_5be7b34eb,2
4663,ID_547de2edd,2
4664,ID_d2da3af61,2
4665,ID_756deda41,2
4666,ID_93021221b,2
4667,ID_ad0635746,4
4668,ID_dfe9a1dc5,4
4669,ID_b213a15f9,2
4670,ID_66f7efad6,2
4671,ID_46d755568,2
4672,ID_5e7de5f16,2
4673,ID_cc780a538,1
4674,ID_9b3e38009,1
4675,ID_80edb426c,1
4676,ID_d5ed3d805,2
4677,ID_400034d71,2
4678,ID_a2ef6032a,2
4679,ID_00c5bbe49,2
4680,ID_6349e63f0,2
4681,ID_320f8508f,2
4682,ID_1142a013a,2
4683,ID_a9f61587e,2
4684,ID_4d64077b8,2
4685,ID_6c40bc707,3
4686,ID_4052398ab,3
4687,ID_2006b7a41,3
4688,ID_590c0d0b0,3
4689,ID_5ba3caf75,3
4690,ID_739a418c7,3
4691,ID_b9ff9d2c9,2
4692,ID_73849b29e,2
4693,ID_27065a477,2
4694,ID_29b34f047,2
4695,ID_a4e65df69,4
4696,ID_5eaf95151,4
4697,ID_0380735d6,3
4698,ID_07d22f861,3
4699,ID_0353ae679,1
4700,ID_7770c3ab8,1
4701,ID_615c0d02a,1
4702,ID_01873da1a,3
4703,ID_16439bafd,4
4704,ID_e387d3880,4
4705,ID_e23cdf46f,4
4706,ID_87b774928,4
4707,ID_2920a8eda,4
4708,ID_577b2c2ed,4
4709,ID_9fda8cc87,4
4710,ID_06aeb2e58,4
4711,ID_20cd3d51c,4
4712,ID_bbb15a228,4
4713,ID_4a3dea4a3,4
4714,ID_0a4910bca,4
4715,ID_cc3eb5006,4
4716,ID_21ee1acdc,4
4717,ID_58cd70c3e,4
4718,ID_a85d8015e,4
4719,ID_8cb7805c2,4
4720,ID_50db76c03,4
4721,ID_d1f8e9ef6,4
4722,ID_00b922084,4
4723,ID_bdf54f05c,4
4724,ID_92c1b1564,4
4725,ID_8b0d6adcb,4
4726,ID_af39ae31d,4
4727,ID_2f14cd563,4
4728,ID_b30117d07,4
4729,ID_1beae27d5,4
4730,ID_a6f4d363f,4
4731,ID_1246b8614,4
4732,ID_e4eec08ae,4
4733,ID_616685733,4
4734,ID_be280280c,4
4735,ID_c618f726d,4
4736,ID_73ea27ca4,2
4737,ID_23cca8cbe,2
4738,ID_9f786480d,2
4739,ID_4cb07ae99,2
4740,ID_66a14d2e3,2
4741,ID_78bab18fe,2
4742,ID_f2705d181,4
4743,ID_c7e0b9149,4
4744,ID_4594ac068,4
4745,ID_93e66e5a7,4
4746,ID_ec1de50d3,4
4747,ID_6171ef037,3
4748,ID_276d1a3f3,3
4749,ID_506df5754,3
4750,ID_28169bd25,3
4751,ID_38b6ad0d6,3
4752,ID_437c58614,3
4753,ID_417342186,3
4754,ID_ee50845f8,2
4755,ID_9d0a86019,2
4756,ID_130e072e6,2
4757,ID_09ae30b51,2
4758,ID_1f7b75dc6,2
4759,ID_11ec9f472,2
4760,ID_4c85465f0,2
4761,ID_72b360dd4,2
4762,ID_3ad28e6e8,2
4763,ID_df136db8e,4
4764,ID_64ff7d62c,4
4765,ID_afd861877,4
4766,ID_d5a93bfd0,4
4767,ID_763e0cd32,4
4768,ID_7221cf300,4
4769,ID_1ce499db4,4
4770,ID_d5cb6efe9,4
4771,ID_f611091af,3
4772,ID_00691433b,1
4773,ID_14e2372cb,1
4774,ID_1477ca68e,1
4775,ID_d1e0a051a,1
4776,ID_c057dbd4b,1
4777,ID_09a68781c,1
4778,ID_a34e82794,4
4779,ID_bffeee46e,4
4780,ID_13411400c,4
4781,ID_6fe1ffc0f,2
4782,ID_59c1f49e5,2
4783,ID_5fa2f7a4f,4
4784,ID_580e8783d,4
4785,ID_030f73511,4
4786,ID_290438c61,4
4787,ID_60054e12f,4
4788,ID_b76631fbb,4
4789,ID_c843dd083,4
4790,ID_c0e2c5114,3
4791,ID_109d9ce1b,3
4792,ID_dbf1c1d59,4
4793,ID_12a1fb1d5,4
4794,ID_13c9d4c07,4
4795,ID_c1248eb8b,4
4796,ID_c78614ed0,4
4797,ID_02e5d4f0e,4
4798,ID_e6bdaefa9,4
4799,ID_076975694,4
4800,ID_3d52740ac,4
4801,ID_46e519837,4
4802,ID_aa2bfbfc6,3
4803,ID_91caf2581,2
4804,ID_f269c09d6,2
4805,ID_e2942fe3d,2
4806,ID_b6e0e8c7f,2
4807,ID_45e966572,2
4808,ID_315749aaa,4
4809,ID_26b1f244d,4
4810,ID_920f3670c,4
4811,ID_b32bf4732,4
4812,ID_c406069cf,3
4813,ID_5507222b4,3
4814,ID_aa0987b94,4
4815,ID_1f28a353d,4
4816,ID_7bcb8b070,4
4817,ID_726cc3acf,4
4818,ID_9864396b3,4
4819,ID_77966c80b,4
4820,ID_47846605f,4
4821,ID_0bfaf63ac,4
4822,ID_723b5b5c8,4
4823,ID_74e856363,2
4824,ID_487de6803,2
4825,ID_315c3f06a,2
4826,ID_8eca44769,2
4827,ID_188edf64b,2
4828,ID_719c80bd2,2
4829,ID_ca2a5e2f6,4
4830,ID_567b4397e,4
4831,ID_4e2f739e7,4
4832,ID_95171629b,4
4833,ID_7fcc01f01,4
4834,ID_96c41bd0a,4
4835,ID_c0c6e60ca,4
4836,ID_0b28630b7,4
4837,ID_5a77c75c2,4
4838,ID_fe508311e,4
4839,ID_2ab7efb5a,4
4840,ID_a372d16eb,4
4841,ID_f99988f31,4
4842,ID_d35dd4984,4
4843,ID_33c357ee1,4
4844,ID_169e095c6,4
4845,ID_50364796f,4
4846,ID_fef4fd0c8,4
4847,ID_f4144030a,4
4848,ID_d12d3d77e,4
4849,ID_7fb0a33b6,4
4850,ID_fbd0780ca,4
4851,ID_f5bec0db4,4
4852,ID_6f19b4bcf,3
4853,ID_b744f15aa,3
4854,ID_10491b863,3
4855,ID_e82365ed7,3
4856,ID_3ca6943ce,3
4857,ID_94a9ab2d8,3
4858,ID_27490cedd,4
4859,ID_f79c4f4d8,4
4860,ID_dd78a04bb,4
4861,ID_cd678dcae,4
4862,ID_38ca138d3,3
4863,ID_292557aa8,3
4864,ID_422956fb8,3
4865,ID_437ce3670,4
4866,ID_eb70f24a0,4
4867,ID_f9149d8c7,4
4868,ID_568df668c,4
4869,ID_ae56cc19b,4
4870,ID_71f9afee2,4
4871,ID_7d136d066,4
4872,ID_6278c786d,4
4873,ID_f080335a4,4
4874,ID_d826adb00,4
4875,ID_c00dd6f26,4
4876,ID_7ec10f134,4
4877,ID_381f83600,4
4878,ID_b9186275a,4
4879,ID_1428a4f1a,4
4880,ID_e31960208,4
4881,ID_78c035046,4
4882,ID_a34867b6c,4
4883,ID_62609fe47,4
4884,ID_936b5accc,4
4885,ID_b644c48fa,4
4886,ID_52a1d87d8,4
4887,ID_1ff9d6903,4
4888,ID_066037c74,4
4889,ID_95773bb80,3
4890,ID_23914c626,4
4891,ID_9a44433e4,4
4892,ID_8eeca4be0,4
4893,ID_ab900aec7,4
4894,ID_10666d812,4
4895,ID_c20c0441d,4
4896,ID_d6a726a6e,4
4897,ID_a3c85d797,4
4898,ID_7f52dd1e7,4
4899,ID_21b1824d2,4
4900,ID_2ac90154b,4
4901,ID_9f06b33b7,4
4902,ID_7f09f94d3,4
4903,ID_ac9e56017,4
4904,ID_343bb3094,4
4905,ID_d7fc69fc1,4
4906,ID_ac0234f09,4
4907,ID_ff53c3388,4
4908,ID_cf96ccd1e,4
4909,ID_42323b3ab,4
4910,ID_39f544d43,4
4911,ID_32db3e3a8,4
4912,ID_f85c3a179,4
4913,ID_f831ae5d1,3
4914,ID_92e5ae287,4
4915,ID_de210103f,4
4916,ID_e22bffecc,4
4917,ID_2d78d3ef6,4
4918,ID_aef4f4dff,2
4919,ID_ff52239cc,2
4920,ID_ed9ee538a,2
4921,ID_0018f814a,1
4922,ID_829870a61,1
4923,ID_87838f036,1
4924,ID_94d423036,2
4925,ID_ddd9d2e35,2
4926,ID_ab4fee359,4
4927,ID_15c066a7d,4
4928,ID_c28685873,4
4929,ID_f0cf720d0,4
4930,ID_800564f43,4
4931,ID_3c39975c9,4
4932,ID_1dd4c2c91,4
4933,ID_16b7eb9ab,4
4934,ID_9cc4a0b8c,4
4935,ID_321c6d295,2
4936,ID_1d227eb5a,3
4937,ID_072f0789e,2
4938,ID_3bb63c69d,2
4939,ID_6eb49345a,4
4940,ID_7e4be8e14,4
4941,ID_d580c6e45,4
4942,ID_98fb522e3,4
4943,ID_7db9bc472,4
4944,ID_151abb808,4
4945,ID_8e0150f05,4
4946,ID_d65b6409d,4
4947,ID_c7e9ef0e0,4
4948,ID_ef181e017,1
4949,ID_9a554d1e0,1
4950,ID_f73cdf68d,4
4951,ID_30497bd65,4
4952,ID_110ab987a,4
4953,ID_d3241cd05,4
4954,ID_e4a405441,4
4955,ID_f9d4b5aae,4
4956,ID_78bcc6dda,4
4957,ID_4b7e1637e,4
4958,ID_61cd1e99a,4
4959,ID_9dfc60bbe,4
4960,ID_b795139bc,4
4961,ID_3101851d9,4
4962,ID_b70065eb8,4
4963,ID_9a17d03dc,4
4964,ID_c01ba0d49,4
4965,ID_1901a40a9,4
4966,ID_1e1f9400c,4
4967,ID_bfe351655,4
4968,ID_93b54a5ed,4
4969,ID_9b22ef570,4
4970,ID_b94cd2433,4
4971,ID_b0796b594,4
4972,ID_ab0f0548b,4
4973,ID_04199f5e6,3
4974,ID_f6a921dcf,3
4975,ID_759ed1fe3,3
4976,ID_8b4c92f46,3
4977,ID_7fab74844,2
4978,ID_b0da9f1f0,2
4979,ID_2a6831cf4,2
4980,ID_bbc850f13,2
4981,ID_a97f9e21d,2
4982,ID_0f5a7eeae,4
4983,ID_03af35f1c,4
4984,ID_694f5142a,4
4985,ID_e0259057f,4
4986,ID_726ea786e,4
4987,ID_0b8060bd5,4
4988,ID_2d62fe844,4
4989,ID_b301e28b6,4
4990,ID_b213ab23a,4
4991,ID_e25f753bd,4
4992,ID_8a8a8f344,4
4993,ID_9a45eddb4,4
4994,ID_201327afd,4
4995,ID_be9a3cf3b,4
4996,ID_797ea486a,4
4997,ID_40d3c500c,4
4998,ID_3bd570195,4
4999,ID_df22d3a56,4
5000,ID_378d1710c,4
5001,ID_c4c0ef7b1,4
5002,ID_e065bc749,4
5003,ID_6d5dff85c,4
5004,ID_2bfe9c6d9,4
5005,ID_f7a4908a3,4
5006,ID_76267add5,4
5007,ID_601c1f262,4
5008,ID_d1aa78479,4
5009,ID_0ddd4badb,3
5010,ID_b72e853ae,4
5011,ID_b9b35b2e6,4
5012,ID_f94c647d6,3
5013,ID_d418a80b1,3
5014,ID_0f33f7a88,3
5015,ID_950679f60,3
5016,ID_f21f77b1d,3
5017,ID_8883599d0,4
5018,ID_ab0bc71e6,4
5019,ID_0faa9c76a,4
5020,ID_aff5a14a3,4
5021,ID_b6f2ed05c,4
5022,ID_dd04cab06,4
5023,ID_3bf706911,4
5024,ID_9ed7d1d57,4
5025,ID_0c72edc82,4
5026,ID_b009d14bb,4
5027,ID_c9904e33c,4
5028,ID_9e23d7f1e,4
5029,ID_5de76f4c9,4
5030,ID_f7a393cdc,4
5031,ID_24f7d7295,4
5032,ID_9b1f37030,4
5033,ID_aa0a8ed97,4
5034,ID_b59dd1ee3,4
5035,ID_c79902411,4
5036,ID_e68893a28,4
5037,ID_4b09f7ca3,4
5038,ID_740a89275,4
5039,ID_77a63bf99,4
5040,ID_51675e9e1,4
5041,ID_f130fd0c8,4
5042,ID_01ba48b0a,4
5043,ID_2c6f10e1a,4
5044,ID_fe43bc117,4
5045,ID_062fe0a92,4
5046,ID_909a6fcc0,4
5047,ID_d8683b864,3
5048,ID_78d700a80,3
5049,ID_6b070e4dd,1
5050,ID_e3fe0d039,1
5051,ID_62f1df0a9,1
5052,ID_846348d1e,4
5053,ID_d6e04a157,4
5054,ID_2db0fb187,4
5055,ID_e74276432,4
5056,ID_9dc63a09a,4
5057,ID_00415ef71,4
5058,ID_f17302d51,4
5059,ID_f9d46dda9,3
5060,ID_91372b8e0,4
5061,ID_8a8b0174f,4
5062,ID_5b3b7054c,4
5063,ID_26065ea85,4
5064,ID_a59d58110,4
5065,ID_1d1f8476e,4
5066,ID_9089692ca,4
5067,ID_a696e2ede,4
5068,ID_597eb034c,4
5069,ID_bf6e90f8d,4
5070,ID_5b9961d6d,4
5071,ID_7fd8284c8,2
5072,ID_6bec97002,2
5073,ID_4251d7d7f,2
5074,ID_9e26c0df2,2
5075,ID_e25c8b85e,2
5076,ID_2f36452cc,2
5077,ID_91b37169f,2
5078,ID_c5426c001,2
5079,ID_def7e79c6,2
5080,ID_ee9c80aa7,2
5081,ID_b38f7d6d4,4
5082,ID_ec6c2bff9,4
5083,ID_64ef34d9a,4
5084,ID_b9a34293d,4
5085,ID_afe0f486f,4
5086,ID_1d92e027b,4
5087,ID_96ccec787,4
5088,ID_128d9fe13,2
5089,ID_367106b08,2
5090,ID_97cff679d,2
5091,ID_39911432e,2
5092,ID_ef3086084,2
5093,ID_4c6c59595,2
5094,ID_cabbab838,4
5095,ID_b202e7939,4
5096,ID_74b52802b,4
5097,ID_57a58d855,4
5098,ID_3def0a92e,4
5099,ID_3e3067396,4
5100,ID_7cfa3c2f4,4
5101,ID_4dbb5658a,4
5102,ID_3d7268aad,4
5103,ID_d46daaeff,4
5104,ID_82a4607c0,4
5105,ID_416ecaf09,4
5106,ID_b24b7110c,4
5107,ID_6661e5dd0,4
5108,ID_0b36f1493,4
5109,ID_72c6a4022,4
5110,ID_b387f7b1d,4
5111,ID_b99106db0,4
5112,ID_fb0bfe06d,4
5113,ID_a0a393d5a,4
5114,ID_9250818d5,2
5115,ID_dc66bfb3a,2
5116,ID_f8d3c0f3f,3
5117,ID_d36b01e0e,4
5118,ID_8b62bba33,4
5119,ID_e0865777a,4
5120,ID_6b5e7bbc1,4
5121,ID_30eb5f196,4
5122,ID_abdc2f9f5,4
5123,ID_da7e12fa8,4
5124,ID_94c3a07cc,4
5125,ID_45d006dac,4
5126,ID_f6c7a05d7,4
5127,ID_c99ac98b8,4
5128,ID_73784fba1,4
5129,ID_ff8c2813b,4
5130,ID_38e7fa94a,4
5131,ID_7b3bb73be,4
5132,ID_d700408c2,4
5133,ID_d1b201eac,4
5134,ID_ad921a869,4
5135,ID_70c10d5f7,4
5136,ID_d320cd4e5,4
5137,ID_14c8d1606,4
5138,ID_5cd305598,4
5139,ID_2392c5418,4
5140,ID_2d4980054,2
5141,ID_a521b81fa,2
5142,ID_f622b8ed6,4
5143,ID_7d55050fa,4
5144,ID_f71e07177,4
5145,ID_6e1f8e7b6,4
5146,ID_1edcb9c58,4
5147,ID_e09c5a843,4
5148,ID_5db7d8cc7,4
5149,ID_c548e0a1b,4
5150,ID_96db33371,4
5151,ID_c9ca1e2dc,4
5152,ID_01381715d,4
5153,ID_ed05b134f,4
5154,ID_1b3d2c57d,4
5155,ID_611d97294,4
5156,ID_05ebe8853,4
5157,ID_32d48e27c,4
5158,ID_48c947f33,4
5159,ID_49b600164,4
5160,ID_d0d948549,4
5161,ID_af95e775e,4
5162,ID_4992515e4,4
5163,ID_1ebf3da9b,4
5164,ID_23daf47a7,3
5165,ID_bdc59ce41,4
5166,ID_504d8713b,4
5167,ID_cb64c4c7a,4
5168,ID_919163975,4
5169,ID_062e28a3d,4
5170,ID_425fb4414,4
5171,ID_83dff0ab8,4
5172,ID_5004ad67e,4
5173,ID_12e509c15,4
5174,ID_c0b2a4778,4
5175,ID_c3eda95ff,4
5176,ID_ebd1deea9,4
5177,ID_129f4b3b6,4
5178,ID_d6129a869,4
5179,ID_543167062,4
5180,ID_47c5e6caa,4
5181,ID_b3d4513ca,4
5182,ID_514feff39,4
5183,ID_21a6ad40f,4
5184,ID_b997ef6aa,4
5185,ID_76450d26e,4
5186,ID_6c203fa47,4
5187,ID_5ca7e3a06,4
5188,ID_985f946c9,4
5189,ID_5a6d38b9d,4
5190,ID_39514355b,4
5191,ID_99309a895,4
5192,ID_0272ca555,4
5193,ID_0193dd34a,4
5194,ID_187dc18e0,4
5195,ID_e4403d2b7,4
5196,ID_fcdedd2a7,4
5197,ID_0d8be7152,4
5198,ID_1e6f4b561,4
5199,ID_faea0b0c6,4
5200,ID_78500603b,4
5201,ID_3cf605707,4
5202,ID_3e8f2af64,4
5203,ID_3f2426506,4
5204,ID_de0e9fe86,4
5205,ID_1b761af5f,4
5206,ID_e15d759bc,4
5207,ID_86d1a1d8e,4
5208,ID_6e09bf961,4
5209,ID_9553a302d,4
5210,ID_02f70a2d9,4
5211,ID_757164aa9,4
5212,ID_85a26e315,4
5213,ID_494ef47d9,4
5214,ID_cc5806065,4
5215,ID_4bcc787bb,4
5216,ID_f5f188ce0,4
5217,ID_eabbdd84c,4
5218,ID_0ebe752e7,4
5219,ID_caa00dbab,1
5220,ID_02e089977,1
5221,ID_17cff7c44,4
5222,ID_d1f25d53b,4
5223,ID_ce8262ba2,4
5224,ID_177626a15,4
5225,ID_d968fdd3a,4
5226,ID_078d3e54d,4
5227,ID_f816ff8bf,4
5228,ID_b463e1d12,1
5229,ID_177c05baa,1
5230,ID_f9a5d78b1,1
5231,ID_234582d3f,4
5232,ID_266a80435,4
5233,ID_10dfa5518,4
5234,ID_c8ac1896b,4
5235,ID_81c1cf3a4,4
5236,ID_30b8755c7,4
5237,ID_cd3777101,1
5238,ID_b76deffca,1
5239,ID_50ba7883f,1
5240,ID_c695a41d9,1
5241,ID_bc666cb3c,1
5242,ID_523a26dcb,4
5243,ID_fae86e72a,4
5244,ID_6592395ec,4
5245,ID_f1012dfbc,4
5246,ID_9c3af1a66,4
5247,ID_23bbf4065,4
5248,ID_d0eb3cd7e,4
5249,ID_4452533e6,4
5250,ID_bd81375e1,4
5251,ID_a0baa96d2,4
5252,ID_13f02c148,4
5253,ID_375216c41,4
5254,ID_eae428013,4
5255,ID_3633618b6,4
5256,ID_6b4ac6712,4
5257,ID_bbe232e4d,4
5258,ID_13a1043a4,3
5259,ID_d8fcadcf0,3
5260,ID_ca6cd88db,3
5261,ID_f7dfddfc6,3
5262,ID_ec9bd8899,4
5263,ID_b3d4bf5a6,4
5264,ID_dd7d2627d,4
5265,ID_ac8d880e0,4
5266,ID_0bb6f46e1,4
5267,ID_2f1f2ef1d,4
5268,ID_7c2c298f5,4
5269,ID_b6204ae59,4
5270,ID_582b922f4,4
5271,ID_1ebc302d8,4
5272,ID_6015e0b13,4
5273,ID_44e7fc2cf,4
5274,ID_26dde8610,4
5275,ID_c99ca9080,4
5276,ID_a98fd4b43,4
5277,ID_0a879de28,4
5278,ID_4746eccaf,4
5279,ID_9ac1023b8,4
5280,ID_9f4e9883d,4
5281,ID_af6e7d3b9,4
5282,ID_b31955a38,4
5283,ID_8a82b95e0,4
5284,ID_75dfde915,4
5285,ID_fe337dbfc,4
5286,ID_5867e2424,4
5287,ID_225c80769,4
5288,ID_8e1dab2ab,4
5289,ID_b97c14be4,4
5290,ID_7ca61c340,4
5291,ID_bfd52f4b5,4
5292,ID_bdfbfe20b,4
5293,ID_c3542c752,4
5294,ID_311b202f1,4
5295,ID_863906450,4
5296,ID_029b7a203,4
5297,ID_42bf37d7e,4
5298,ID_748e11c39,4
5299,ID_b31162689,4
5300,ID_b90b6d7d1,4
5301,ID_b08e953aa,4
5302,ID_904f23dd7,4
5303,ID_fbe5237f6,4
5304,ID_950436776,4
5305,ID_c5683a80e,4
5306,ID_3d565d8df,4
5307,ID_630f9db40,4
5308,ID_26f56144f,4
5309,ID_2b6906763,4
5310,ID_a19fbf41c,4
5311,ID_85d4a3611,4
5312,ID_c60471709,4
5313,ID_590d36e37,4
5314,ID_291052bf3,4
5315,ID_f1dd74793,4
5316,ID_fcff45b8a,4
5317,ID_273998712,4
5318,ID_94361aa53,4
5319,ID_1dbc22f65,4
5320,ID_c99e64468,4
5321,ID_74ab98a7a,4
5322,ID_a49d6bb02,4
5323,ID_de9725245,4
5324,ID_5f85f7f7b,4
5325,ID_604fca31a,4
5326,ID_f705d85c6,4
5327,ID_f4c40a050,4
5328,ID_a306a4672,4
5329,ID_2af3e88ce,4
5330,ID_7c8c38208,4
5331,ID_c64ea7d04,2
5332,ID_3d3acbada,2
5333,ID_9cefbf3ea,2
5334,ID_72d085f06,2
5335,ID_1363224cf,2
5336,ID_adc6975b8,2
5337,ID_c7febb575,2
5338,ID_644175c56,2
5339,ID_1e5e39bf7,2
5340,ID_8a830de24,2
5341,ID_bfdfc6931,4
5342,ID_10d1fe2fa,4
5343,ID_aba18906d,4
5344,ID_ef2ea0b82,4
5345,ID_924cb6002,2
5346,ID_db76a7ed4,2
5347,ID_e871174d6,2
5348,ID_151cfe227,4
5349,ID_88ef5961e,4
5350,ID_e16c40014,4
5351,ID_93fa6cfce,4
5352,ID_9838d142a,4
5353,ID_532a67879,4
5354,ID_8dc5f19ee,4
5355,ID_71a3affa2,4
5356,ID_1dc04d068,4
5357,ID_cfe85cf2d,3
5358,ID_f184579c8,4
5359,ID_ca4dfdf12,4
5360,ID_3a74d61e6,4
5361,ID_97bfe9eee,4
5362,ID_ac901bb7a,4
5363,ID_837367b8a,4
5364,ID_025266d51,4
5365,ID_5eebb68f2,4
5366,ID_f676093ef,4
5367,ID_69203e8cf,4
5368,ID_0646c61eb,2
5369,ID_d1e0bb3fb,2
5370,ID_911ecac60,4
5371,ID_d04b3a028,4
5372,ID_a8dff2324,2
5373,ID_ece3c289c,4
5374,ID_0d8bd4539,2
5375,ID_1d910a52b,2
5376,ID_4f7ab1324,2
5377,ID_8461cbb82,2
5378,ID_a0e2d5134,2
5379,ID_ef10de931,4
5380,ID_eec783f02,4
5381,ID_db6d48153,4
5382,ID_072000e1c,4
5383,ID_1329113f6,4
5384,ID_1bf0a168c,4
5385,ID_f88b2e040,4
5386,ID_12932b60e,4
5387,ID_f0639e16b,4
5388,ID_6cd61751a,4
5389,ID_afced3a04,4
5390,ID_b31b9a782,4
5391,ID_69fb2a97b,4
5392,ID_1549c4f1b,4
5393,ID_6b1d59d3c,4
5394,ID_35a59bcfc,4
5395,ID_086d4862e,4
5396,ID_da826b5a8,4
5397,ID_517041d2f,4
5398,ID_47779700c,4
5399,ID_6e9f722b1,3
5400,ID_a3059bd46,4
5401,ID_5a32e5cd7,4
5402,ID_9b9fcc446,4
5403,ID_02f96d38c,4
5404,ID_4f6903deb,4
5405,ID_ae9ec0d1e,4
5406,ID_cfd94d08f,3
5407,ID_ef056b394,3
5408,ID_cd1177240,4
5409,ID_8d02a04e2,4
5410,ID_1b6d0311f,4
5411,ID_abb2b8854,4
5412,ID_1e5374a5b,4
5413,ID_7cacdde71,4
5414,ID_56c42f301,4
5415,ID_f887c1bb9,4
5416,ID_702ae621c,4
